Comunidades autónomas;Tipología penal;Periodos:;Total
GALICIA;III. TOTAL INFRACCIONES PENALES;enero-marzo 2023;22.349
GALICIA;III. TOTAL INFRACCIONES PENALES;enero-marzo 2024;23.058
GALICIA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;3,2
MADRID (COMUNIDAD DE);I. CRIMINALIDAD CONVENCIONAL;enero-marzo 2023;85.209
MADRID (COMUNIDAD DE);I. CRIMINALIDAD CONVENCIONAL;enero-marzo 2024;83.349
MADRID (COMUNIDAD DE);I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;-2,2
MADRID (COMUNIDAD DE);1. Homicidios dolosos y asesinatos consumados;enero-marzo 2023;8
MADRID (COMUNIDAD DE);1. Homicidios dolosos y asesinatos consumados;enero-marzo 2024;5
MADRID (COMUNIDAD DE);1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-37,5
MADRID (COMUNIDAD DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-marzo 2023;31
MADRID (COMUNIDAD DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-marzo 2024;36
MADRID (COMUNIDAD DE);2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;16,1
MADRID (COMUNIDAD DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-marzo 2023;742
MADRID (COMUNIDAD DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-marzo 2024;737
MADRID (COMUNIDAD DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;-0,7
MADRID (COMUNIDAD DE);4. Secuestro;enero-marzo 2023;9
MADRID (COMUNIDAD DE);4. Secuestro;enero-marzo 2024;6
MADRID (COMUNIDAD DE);4. Secuestro;Variación % 2024/2023;-33,3
MADRID (COMUNIDAD DE);5. Delitos contra la libertad sexual;enero-marzo 2023;621
MADRID (COMUNIDAD DE);5. Delitos contra la libertad sexual;enero-marzo 2024;681
MADRID (COMUNIDAD DE);5. Delitos contra la libertad sexual;Variación % 2024/2023;9,7
MADRID (COMUNIDAD DE);5.1.-Agresión sexual con penetración;enero-marzo 2023;143
MADRID (COMUNIDAD DE);5.1.-Agresión sexual con penetración;enero-marzo 2024;182
MADRID (COMUNIDAD DE);5.1.-Agresión sexual con penetración;Variación % 2024/2023;27,3
MADRID (COMUNIDAD DE);5.2.-Resto de delitos contra la libertad sexual;enero-marzo 2023;478
MADRID (COMUNIDAD DE);5.2.-Resto de delitos contra la libertad sexual;enero-marzo 2024;499
MADRID (COMUNIDAD DE);5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;4,4
MADRID (COMUNIDAD DE);6. Robos con violencia e intimidación;enero-marzo 2023;3.042
MADRID (COMUNIDAD DE);6. Robos con violencia e intimidación;enero-marzo 2024;2.832
MADRID (COMUNIDAD DE);6. Robos con violencia e intimidación;Variación % 2024/2023;-6,9
MADRID (COMUNIDAD DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-marzo 2023;3.563
MADRID (COMUNIDAD DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-marzo 2024;3.658
MADRID (COMUNIDAD DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;2,7
MADRID (COMUNIDAD DE);7.1.-Robos con fuerza en domicilios;enero-marzo 2023;2.275
MADRID (COMUNIDAD DE);7.1.-Robos con fuerza en domicilios;enero-marzo 2024;2.232
MADRID (COMUNIDAD DE);7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-1,9
MADRID (COMUNIDAD DE);8. Hurtos;enero-marzo 2023;33.890
MADRID (COMUNIDAD DE);8. Hurtos;enero-marzo 2024;31.611
MADRID (COMUNIDAD DE);8. Hurtos;Variación % 2024/2023;-6,7
MADRID (COMUNIDAD DE);9. Sustracciones de vehículos;enero-marzo 2023;1.861
MADRID (COMUNIDAD DE);9. Sustracciones de vehículos;enero-marzo 2024;1.898
MADRID (COMUNIDAD DE);9. Sustracciones de vehículos;Variación % 2024/2023;2,0
MADRID (COMUNIDAD DE);10. Tráfico de drogas;enero-marzo 2023;805
MADRID (COMUNIDAD DE);10. Tráfico de drogas;enero-marzo 2024;805
MADRID (COMUNIDAD DE);10. Tráfico de drogas;Variación % 2024/2023;0,0
MADRID (COMUNIDAD DE);11. Resto de criminalidad convencional;enero-marzo 2023;40.637
MADRID (COMUNIDAD DE);11. Resto de criminalidad convencional;enero-marzo 2024;41.080
MADRID (COMUNIDAD DE);11. Resto de criminalidad convencional;Variación % 2024/2023;1,1
MADRID (COMUNIDAD DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-marzo 2023;17.882
MADRID (COMUNIDAD DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-marzo 2024;19.569
MADRID (COMUNIDAD DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;9,4
MADRID (COMUNIDAD DE);12.-Estafas informáticas;enero-marzo 2023;16.183
MADRID (COMUNIDAD DE);12.-Estafas informáticas;enero-marzo 2024;17.523
MADRID (COMUNIDAD DE);12.-Estafas informáticas;Variación % 2024/2023;8,3
MADRID (COMUNIDAD DE);13.-Otros ciberdelitos;enero-marzo 2023;1.699
MADRID (COMUNIDAD DE);13.-Otros ciberdelitos;enero-marzo 2024;2.046
MADRID (COMUNIDAD DE);13.-Otros ciberdelitos;Variación % 2024/2023;20,4
MADRID (COMUNIDAD DE);III. TOTAL INFRACCIONES PENALES;enero-marzo 2023;103.091
MADRID (COMUNIDAD DE);III. TOTAL INFRACCIONES PENALES;enero-marzo 2024;102.918
MADRID (COMUNIDAD DE);III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;-0,2
MURCIA (REGIÓN DE);I. CRIMINALIDAD CONVENCIONAL;enero-marzo 2023;15.090
MURCIA (REGIÓN DE);I. CRIMINALIDAD CONVENCIONAL;enero-marzo 2024;14.591
MURCIA (REGIÓN DE);I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;-3,3
MURCIA (REGIÓN DE);1. Homicidios dolosos y asesinatos consumados;enero-marzo 2023;1
MURCIA (REGIÓN DE);1. Homicidios dolosos y asesinatos consumados;enero-marzo 2024;2
MURCIA (REGIÓN DE);1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;100,0
MURCIA (REGIÓN DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-marzo 2023;15
MURCIA (REGIÓN DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-marzo 2024;18
MURCIA (REGIÓN DE);2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;20,0
MURCIA (REGIÓN DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-marzo 2023;227
MURCIA (REGIÓN DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-marzo 2024;265
MURCIA (REGIÓN DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;16,7
MURCIA (REGIÓN DE);4. Secuestro;enero-marzo 2023;0
MURCIA (REGIÓN DE);4. Secuestro;enero-marzo 2024;1
MURCIA (REGIÓN DE);4. Secuestro;Variación % 2024/2023;100,0
MURCIA (REGIÓN DE);5. Delitos contra la libertad sexual;enero-marzo 2023;143
MURCIA (REGIÓN DE);5. Delitos contra la libertad sexual;enero-marzo 2024;175
MURCIA (REGIÓN DE);5. Delitos contra la libertad sexual;Variación % 2024/2023;22,4
MURCIA (REGIÓN DE);5.1.-Agresión sexual con penetración;enero-marzo 2023;17
MURCIA (REGIÓN DE);5.1.-Agresión sexual con penetración;enero-marzo 2024;24
MURCIA (REGIÓN DE);5.1.-Agresión sexual con penetración;Variación % 2024/2023;41,2
MURCIA (REGIÓN DE);5.2.-Resto de delitos contra la libertad sexual;enero-marzo 2023;126
MURCIA (REGIÓN DE);5.2.-Resto de delitos contra la libertad sexual;enero-marzo 2024;151
MURCIA (REGIÓN DE);5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;19,8
MURCIA (REGIÓN DE);6. Robos con violencia e intimidación;enero-marzo 2023;519
MURCIA (REGIÓN DE);6. Robos con violencia e intimidación;enero-marzo 2024;488
MURCIA (REGIÓN DE);6. Robos con violencia e intimidación;Variación % 2024/2023;-6,0
MURCIA (REGIÓN DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-marzo 2023;1.589
MURCIA (REGIÓN DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-marzo 2024;1.364
MURCIA (REGIÓN DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-14,2
MURCIA (REGIÓN DE);7.1.-Robos con fuerza en domicilios;enero-marzo 2023;1.121
MURCIA (REGIÓN DE);7.1.-Robos con fuerza en domicilios;enero-marzo 2024;1.048
MURCIA (REGIÓN DE);7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-6,5
MURCIA (REGIÓN DE);8. Hurtos;enero-marzo 2023;4.225
MURCIA (REGIÓN DE);8. Hurtos;enero-marzo 2024;3.933
MURCIA (REGIÓN DE);8. Hurtos;Variación % 2024/2023;-6,9
MURCIA (REGIÓN DE);9. Sustracciones de vehículos;enero-marzo 2023;235
MURCIA (REGIÓN DE);9. Sustracciones de vehículos;enero-marzo 2024;214
MURCIA (REGIÓN DE);9. Sustracciones de vehículos;Variación % 2024/2023;-8,9
MURCIA (REGIÓN DE);10. Tráfico de drogas;enero-marzo 2023;143
MURCIA (REGIÓN DE);10. Tráfico de drogas;enero-marzo 2024;132
MURCIA (REGIÓN DE);10. Tráfico de drogas;Variación % 2024/2023;-7,7
MURCIA (REGIÓN DE);11. Resto de criminalidad convencional;enero-marzo 2023;7.993
MURCIA (REGIÓN DE);11. Resto de criminalidad convencional;enero-marzo 2024;7.999
MURCIA (REGIÓN DE);11. Resto de criminalidad convencional;Variación % 2024/2023;0,1
MURCIA (REGIÓN DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-marzo 2023;3.034
MURCIA (REGIÓN DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-marzo 2024;3.479
MURCIA (REGIÓN DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;14,7
MURCIA (REGIÓN DE);12.-Estafas informáticas;enero-marzo 2023;2.619
MURCIA (REGIÓN DE);12.-Estafas informáticas;enero-marzo 2024;2.996
MURCIA (REGIÓN DE);12.-Estafas informáticas;Variación % 2024/2023;14,4
MURCIA (REGIÓN DE);13.-Otros ciberdelitos;enero-marzo 2023;415
MURCIA (REGIÓN DE);13.-Otros ciberdelitos;enero-marzo 2024;483
MURCIA (REGIÓN DE);13.-Otros ciberdelitos;Variación % 2024/2023;16,4
MURCIA (REGIÓN DE);III. TOTAL INFRACCIONES PENALES;enero-marzo 2023;18.124
MURCIA (REGIÓN DE);III. TOTAL INFRACCIONES PENALES;enero-marzo 2024;18.070
MURCIA (REGIÓN DE);III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;-0,3
NAVARRA (COMUNIDAD FORAL DE);I. CRIMINALIDAD CONVENCIONAL;enero-marzo 2023;6.182
NAVARRA (COMUNIDAD FORAL DE);I. CRIMINALIDAD CONVENCIONAL;enero-marzo 2024;6.649
NAVARRA (COMUNIDAD FORAL DE);I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;7,6
NAVARRA (COMUNIDAD FORAL DE);1. Homicidios dolosos y asesinatos consumados;enero-marzo 2023;1
NAVARRA (COMUNIDAD FORAL DE);1. Homicidios dolosos y asesinatos consumados;enero-marzo 2024;0
NAVARRA (COMUNIDAD FORAL DE);1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-100,0
NAVARRA (COMUNIDAD FORAL DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-marzo 2023;5
NAVARRA (COMUNIDAD FORAL DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-marzo 2024;3
NAVARRA (COMUNIDAD FORAL DE);2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;-40,0
NAVARRA (COMUNIDAD FORAL DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-marzo 2023;80
NAVARRA (COMUNIDAD FORAL DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-marzo 2024;90
NAVARRA (COMUNIDAD FORAL DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;12,5
NAVARRA (COMUNIDAD FORAL DE);4. Secuestro;enero-marzo 2023;0
NAVARRA (COMUNIDAD FORAL DE);4. Secuestro;enero-marzo 2024;0
NAVARRA (COMUNIDAD FORAL DE);4. Secuestro;Variación % 2024/2023;0,0
NAVARRA (COMUNIDAD FORAL DE);5. Delitos contra la libertad sexual;enero-marzo 2023;86
NAVARRA (COMUNIDAD FORAL DE);5. Delitos contra la libertad sexual;enero-marzo 2024;92
NAVARRA (COMUNIDAD FORAL DE);5. Delitos contra la libertad sexual;Variación % 2024/2023;7,0
NAVARRA (COMUNIDAD FORAL DE);5.1.-Agresión sexual con penetración;enero-marzo 2023;19
NAVARRA (COMUNIDAD FORAL DE);5.1.-Agresión sexual con penetración;enero-marzo 2024;10
NAVARRA (COMUNIDAD FORAL DE);5.1.-Agresión sexual con penetración;Variación % 2024/2023;-47,4
NAVARRA (COMUNIDAD FORAL DE);5.2.-Resto de delitos contra la libertad sexual;enero-marzo 2023;67
NAVARRA (COMUNIDAD FORAL DE);5.2.-Resto de delitos contra la libertad sexual;enero-marzo 2024;82
NAVARRA (COMUNIDAD FORAL DE);5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;22,4
NAVARRA (COMUNIDAD FORAL DE);6. Robos con violencia e intimidación;enero-marzo 2023;98
NAVARRA (COMUNIDAD FORAL DE);6. Robos con violencia e intimidación;enero-marzo 2024;89
NAVARRA (COMUNIDAD FORAL DE);6. Robos con violencia e intimidación;Variación % 2024/2023;-9,2
NAVARRA (COMUNIDAD FORAL DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-marzo 2023;415
NAVARRA (COMUNIDAD FORAL DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-marzo 2024;366
NAVARRA (COMUNIDAD FORAL DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-11,8
NAVARRA (COMUNIDAD FORAL DE);7.1.-Robos con fuerza en domicilios;enero-marzo 2023;268
NAVARRA (COMUNIDAD FORAL DE);7.1.-Robos con fuerza en domicilios;enero-marzo 2024;232
NAVARRA (COMUNIDAD FORAL DE);7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-13,4
NAVARRA (COMUNIDAD FORAL DE);8. Hurtos;enero-marzo 2023;1.687
NAVARRA (COMUNIDAD FORAL DE);8. Hurtos;enero-marzo 2024;1.585
NAVARRA (COMUNIDAD FORAL DE);8. Hurtos;Variación % 2024/2023;-6,0
NAVARRA (COMUNIDAD FORAL DE);9. Sustracciones de vehículos;enero-marzo 2023;40
NAVARRA (COMUNIDAD FORAL DE);9. Sustracciones de vehículos;enero-marzo 2024;32
NAVARRA (COMUNIDAD FORAL DE);9. Sustracciones de vehículos;Variación % 2024/2023;-20,0
NAVARRA (COMUNIDAD FORAL DE);10. Tráfico de drogas;enero-marzo 2023;35
NAVARRA (COMUNIDAD FORAL DE);10. Tráfico de drogas;enero-marzo 2024;50
NAVARRA (COMUNIDAD FORAL DE);10. Tráfico de drogas;Variación % 2024/2023;42,9
NAVARRA (COMUNIDAD FORAL DE);11. Resto de criminalidad convencional;enero-marzo 2023;3.735
NAVARRA (COMUNIDAD FORAL DE);11. Resto de criminalidad convencional;enero-marzo 2024;4.342
NAVARRA (COMUNIDAD FORAL DE);11. Resto de criminalidad convencional;Variación % 2024/2023;16,3
NAVARRA (COMUNIDAD FORAL DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-marzo 2023;1.883
NAVARRA (COMUNIDAD FORAL DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-marzo 2024;1.772
NAVARRA (COMUNIDAD FORAL DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;-5,9
NAVARRA (COMUNIDAD FORAL DE);12.-Estafas informáticas;enero-marzo 2023;1.672
NAVARRA (COMUNIDAD FORAL DE);12.-Estafas informáticas;enero-marzo 2024;1.553
NAVARRA (COMUNIDAD FORAL DE);12.-Estafas informáticas;Variación % 2024/2023;-7,1
NAVARRA (COMUNIDAD FORAL DE);13.-Otros ciberdelitos;enero-marzo 2023;211
NAVARRA (COMUNIDAD FORAL DE);13.-Otros ciberdelitos;enero-marzo 2024;219
NAVARRA (COMUNIDAD FORAL DE);13.-Otros ciberdelitos;Variación % 2024/2023;3,8
NAVARRA (COMUNIDAD FORAL DE);III. TOTAL INFRACCIONES PENALES;enero-marzo 2023;8.065
NAVARRA (COMUNIDAD FORAL DE);III. TOTAL INFRACCIONES PENALES;enero-marzo 2024;8.421
NAVARRA (COMUNIDAD FORAL DE);III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;4,4
PAÍS VASCO;I. CRIMINALIDAD CONVENCIONAL;enero-marzo 2023;20.128
PAÍS VASCO;I. CRIMINALIDAD CONVENCIONAL;enero-marzo 2024;19.690
PAÍS VASCO;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;-2,2
PAÍS VASCO;1. Homicidios dolosos y asesinatos consumados;enero-marzo 2023;0
PAÍS VASCO;1. Homicidios dolosos y asesinatos consumados;enero-marzo 2024;0
PAÍS VASCO;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;0,0
PAÍS VASCO;2. Homicidios dolosos y asesinatos en grado tentativa;enero-marzo 2023;8
PAÍS VASCO;2. Homicidios dolosos y asesinatos en grado tentativa;enero-marzo 2024;15
PAÍS VASCO;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;87,5
PAÍS VASCO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-marzo 2023;333
PAÍS VASCO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-marzo 2024;429
PAÍS VASCO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;28,8
PAÍS VASCO;4. Secuestro;enero-marzo 2023;1
PAÍS VASCO;4. Secuestro;enero-marzo 2024;1
PAÍS VASCO;4. Secuestro;Variación % 2024/2023;0,0
PAÍS VASCO;5. Delitos contra la libertad sexual;enero-marzo 2023;160
PAÍS VASCO;5. Delitos contra la libertad sexual;enero-marzo 2024;231
PAÍS VASCO;5. Delitos contra la libertad sexual;Variación % 2024/2023;44,4
PAÍS VASCO;5.1.-Agresión sexual con penetración;enero-marzo 2023;54
PAÍS VASCO;5.1.-Agresión sexual con penetración;enero-marzo 2024;75
PAÍS VASCO;5.1.-Agresión sexual con penetración;Variación % 2024/2023;38,9
PAÍS VASCO;5.2.-Resto de delitos contra la libertad sexual;enero-marzo 2023;106
PAÍS VASCO;5.2.-Resto de delitos contra la libertad sexual;enero-marzo 2024;156
PAÍS VASCO;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;47,2
PAÍS VASCO;6. Robos con violencia e intimidación;enero-marzo 2023;435
PAÍS VASCO;6. Robos con violencia e intimidación;enero-marzo 2024;440
PAÍS VASCO;6. Robos con violencia e intimidación;Variación % 2024/2023;1,1
PAÍS VASCO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-marzo 2023;1.754
PAÍS VASCO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-marzo 2024;1.328
PAÍS VASCO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-24,3
PAÍS VASCO;7.1.-Robos con fuerza en domicilios;enero-marzo 2023;1.042
PAÍS VASCO;7.1.-Robos con fuerza en domicilios;enero-marzo 2024;835
PAÍS VASCO;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-19,9
PAÍS VASCO;8. Hurtos;enero-marzo 2023;7.950
PAÍS VASCO;8. Hurtos;enero-marzo 2024;7.413
PAÍS VASCO;8. Hurtos;Variación % 2024/2023;-6,8
PAÍS VASCO;9. Sustracciones de vehículos;enero-marzo 2023;155
PAÍS VASCO;9. Sustracciones de vehículos;enero-marzo 2024;162
PAÍS VASCO;9. Sustracciones de vehículos;Variación % 2024/2023;4,5
PAÍS VASCO;10. Tráfico de drogas;enero-marzo 2023;169
PAÍS VASCO;10. Tráfico de drogas;enero-marzo 2024;194
PAÍS VASCO;10. Tráfico de drogas;Variación % 2024/2023;14,8
PAÍS VASCO;11. Resto de criminalidad convencional;enero-marzo 2023;9.163
PAÍS VASCO;11. Resto de criminalidad convencional;enero-marzo 2024;9.477
PAÍS VASCO;11. Resto de criminalidad convencional;Variación % 2024/2023;3,4
PAÍS VASCO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-marzo 2023;6.284
PAÍS VASCO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-marzo 2024;7.191
PAÍS VASCO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;14,4
PAÍS VASCO;12.-Estafas informáticas;enero-marzo 2023;5.532
PAÍS VASCO;12.-Estafas informáticas;enero-marzo 2024;6.494
PAÍS VASCO;12.-Estafas informáticas;Variación % 2024/2023;17,4
PAÍS VASCO;13.-Otros ciberdelitos;enero-marzo 2023;752
PAÍS VASCO;13.-Otros ciberdelitos;enero-marzo 2024;697
